,story_id,title,content
591,107,Housekeeping.,"I worked housekeeping in a chain hotel. There was one room at the end of the hall where things would happen while you were working on it, and the same two things every time: sometimes the faucet would start running. Not full blast or anything, but turned on enough to be running steadily. A half turn of the knob I’d say. I’d be in the other room and suddenly hear water gurgling down the drain. Sometimes I’d be working on the tub and hear it on behind me. Whoever/whatever would also turn on the tv. I’ll never forget being warned on my first day that things would happen in the room, and then while making a bed and rustling the sheets noisily–suddenly aware I was hearing muffled voices and seeing the tv was on. I’m getting chills thinking back on those moments. Whatever part of the room your back was to, it felt like someone was there. I got the feeling they didn’t want to be in the way, but they wanted to be there with you. One thing we all felt throughout the staff: none of us felt threatened….none of us felt like it was a bad person or someone who was trying to frighten us. We all felt overwhelmingly like it was someone trying to reach out. And had limited ways. And was lonely. Sometimes I’d say hello, sometimes I’d say sorry, because I felt like if they were frustrated trying to tell me something, I’d want them to know I felt for them. I realize I sound crazy but it happened super regularly and was witnessed by a lot of people. I thought about whoever it could be, a lot. The hotel has since been bought by a college and was turned into dorms. I hope having people staying in the room more steadily will be a good thing for whoever that spirit was. Maybe they felt less lonely with students actually living there than a revolving door of hotel guests."
595,108,Staying in Downtown Chicago.,"Not me but a friend who is a pilot. She stayed at an older hotel downtown Chicago and was studying for her recurrent class which was in a few weeks. While at the desk, deep in thought, she heard people talking and laughing. When she looked up, it got quiet. She said it sounded like it was in the room with her and went back to studying. The noise started off softly and then again sounded like a party was going on in her room. She got up and looked around and there was silence. There were no sounds coming from any rooms, no televisions on, no radios, no people in the hallway – the noise was definitely in her room. That night around 2 am, she was in bed and felt someone brush strands of hair from her forehead and tuck it behind her ear. She jumped up and turned on the light and there was no one there. She didn’t get back to sleep and bid around that overnight so she wouldn’t be in that hotel again."
596,109,Attacked by men in armor.,"A friend’s grandfather either worked in or owned a hotel at some point. The building was hundreds of years old, dated back to the English Civil War. The story goes that he was cleaning up in the dining room and he saw three men in armour charging at him with weapons, being “ghosts” they just ran through him, but apparently, he was left feeling physically ill afterward having come into contact with the apparition. Friend’s grandfather called a medium to come check the place out and she freaked out at the nature of the supposed presence in the hotel. If I remember correctly, they found through later research that there had been some murder committed by three soldiers in the building during the civil war."
598,110,Waiting tables at a haunted hotel.,"I was a server at a restaurant that used to be a hotel. It was said to be haunted by all kinds of things. My second day of training (and before I learned about the rumors), I saw a little girl about 3 or 4 years old pop her head out of a cupboard below the bar and look around. I turned my head toward her to tell her to get out of there, but- here comes the cliché- she was gone! Once, I walked into the kitchen and two of my friends were standing in front of a pile of shattered glass, jaws dropped and faces pale. Dropping a glass in a restaurant happens daily; no one reacts like that. I asked what was wrong and they sort of babbled together that the glass threw itself off of the counter, and they watched it happen. I ain’t seen that shit, so idk personally. But I trust those two and they’re great friends, so I believe them."
600,111,Ghost harlot.,"When my family was staying in the Silver Queen Hotel in Virginia City, there were a lot of stories told about this ghost harlot who couldn’t find true love in her life, so she kept searching after death. I was sharing a room with my older brother, who’s always the first to sleep and last to wake up, so I know he wasn’t able to be tricking me. Nobody else had a room key, so I know it wasn’t any of my other siblings doing anything. The room we were staying in had one bed, so he slept on a travel cot. He didn’t have a blanket since the bed only had one, but it was warm so he didn’t mind. He woke up not too long after I did one morning and started freaking out. His jacket was over him like a blanket and he was fully tucked in, and it looked like whoever did it did it with care. To this day we joke around about his ghost girlfriend."
601,112,Lizzie Borden B&B.,"I stayed at the Lizzie Borden Bed and Breakfast in April 2016. After our grand tour of the place, all of the guests were encouraged to explore the house and take pictures and whatnot. Well, my friend and I decided to hang out in the parlor (aka where Lizzie Borden’s father was axed to death) and ask our tour guide more questions. As we were hanging out on the floor in a circle, the door to the dining room starts violently shaking. One of the other guests whispers, “I wonder if Mr. Borden is pissed we’re lounging around his death site?” and the door immediately stops shaking. Now, I don’t really know if I believe in ghosts but I do know that I def took a Xanax that night to knock me the fuck out."
602,113,Wallowa Lake Lodge.,"I worked at the Wallowa Lake Lodge in the early 90’s. I was front desk clerk for graveyard shift so work consisted of me mostly just doing lots of laundry. (I can now fold a fitted sheet perfectly like when you first buy it) I was told “if you hear a customer walking around, make sure they have what they need .. tea, snacks, a fire” I’d hear footsteps from the basement stomping around upstairs in the front room, go upstairs, and no one was there. This happened dozens of times. Eventually, I just decided if I kept going upstairs every time I heard footsteps I’d never get any work done. So I’d just ignore it. Well, so one night I heard the front door ringer go off. Less common but still common and probably just the “friends”. Then footsteps. Same ol same ol no big deal. But then the footsteps turned the corner. They approached the door to the basement. The creaky cellar door slowly opened. My butthole clenched. I approached the stairwell slowly. Peered around the corner. I saw a face. I said “AAAAHHHHHH!!” and the guest who arrived late said “AAAAAAHHHHH!!” so I said “AAAAAAHHHHH!!” again. Then as she’s panting I collected myself and said “I’m sorry, ma’am. Are you checking in? Do you have a reservation?” Oops. Another time while walking out of the kitchen I saw a little girl in a powder blue dress at the edge of the dining room. I said “hi sweety do you need something?” She ran up the stairs to the rooms. I don’t know why but I took off after her. The guest doors were all loud. I got upstairs. No girl. No door closing noise. Every door closed."
613,114,A loud knocking.,"I work in a haunted hotel. Have plenty of co-workers share stories of stuff they’ve seen but I’ve personally only had one incident. I was working late, just past midnight, when I had to go to the bathroom. This bathroom I’m using is in a public area, and is fairly large. Standard men’s bathroom in that it has both stand up and sit down stalls. So I go in and I’m the only one present. It’s quiet, and I walk to the stand-up stalls and start to go. As I’m going, I hear a knocking sound (very fast paced like someone rapping with their knuckles) coming from behind me and over my shoulder. I look and I see the door for the handicap sit down stall is vibrating, which is what is making the knocking sound. It’s moving like if someone had locked it from the inside and was bouncing it off the lock and the outer doorstop. I’m still pissing, mind you, and I get overcome with chills. But I finish up and it still is making that noise. I think that it could possibly be a co-worker playing a prank, so I laugh and say “very funny” and it immediately stops. So I walk over expecting the door to be locked with a coworker inside, so I knock. And the door swings wide open with no one inside. I get overcome with chills again and just ran out. There was no way the door could’ve made that noise without being locked. Anyways, I still use that particular bathroom, but never late at night. Freaked me out good and proper."
615,115,Ghosts in North Carolina.,"Didn’t work or stay at a haunted hotel, but my uncle did unintentionally. He said that he kept seeing an old woman laying in the bed behind him when he’d look in the mirror. She’d disappear when he’d turn around."
616,116,Ghosts in a new building.,"I worked briefly at a hotel that everyone claimed was haunted. It was surprising because it was a brand new building, but sure as shit, nobody wanted to work alone in there at night because all sorts of weird happenings went on such as paperwork going missing. Rooms being locked by deadbolt from the inside with no guest in there, guests complaining of loud footsteps above them for hours and when we went to check the room above was unoccupied."
617,117,Bathing spirits.,"I stayed in one haunted hotel with my friends and woke up in the middle of the night to hearing something running up and down the hallway, I looked and of course, nothing was there so I went back to sleep. I woke up not long after that and heard the tub in the bathroom running but nobody was in there."
618,118,Ghost guest.,"Lately our ghost has been pretty quiet or our living customers have been so turned up that even the Ghost Guest doesn’t wanna mess with them. Oh but that doesn’t mean she doesn’t still have her fun here and there. We have these ladies that work for some kind of schooling/public works program and they do a lot of training in our area. So some of them stay with us every other month and most of them have their favorite rooms and some rooms they don’t like. One of these ladies showed up as part of their group tonight and she asked to be on the Ghost’s floor. So I start selecting a room and she stops me and says, “But I don’t want to stay in that back hallway. No way, never again.” Me: Ma’am I’m sorry was there something wrong with your room last time? TeacherLady: No but she don’t like me at all. You know who I mean. Me: Wait… what room were you in? TeacherLady gives me a room number that is not exactly the Ghost Room. It’s the connector to the Ghost Room though, like if you wanted to rent that room and the Ghost room you can swing a door open between the two and sort of have a suite. I definitely raised my eyebrows because I have this theory that the person responsible for our Ghost Guest becoming a forever resident entered the Ghost Room through those connecting doors. TeacherLady then says “I know it’s not the room but SHE was in there and never again.” Me: Actually I do know what you’re talking about. She’s generally harmless, a little annoying but harmless usually. TeacherLady: Last time she jumps on my chest and tries to strangle me. I’ll never stay back there again. TeacherLady does not look like she is joking so I gave her a room closer to the front and her friend that she traveled with was supposed to have a room of her own but after listening to all of this decides she wants to share the 2Q room that TeacherLady was staying in, so I cancel her reservation and those two go off to their Ghost Free room. Later the TeacherLady comes back down and says “You must think I’m crazy. But that girl she can not rest. She’s angry. She’s getting angrier. This is what I felt in that room. You must think I’m crazy.” Me: Actually ma’am I believe you. You’re not the first woman in those rooms to ask to be moved or to complain about something feeling off about the room. I don’t think you’re crazy, I don’t really like going up there either.” TeacherLady: Someone needs to find who killed that poor girl. And then the TeacherLady makes the sign of the cross and takes a cookie and goes back up to her room. Man mother eff the top floor."
632,119,A dream among siblings.,"When my son was about six months old I had a dream that I was at my grandparent’s house with him. My grandfather was holding my son and crying while I talked to my grandmother… I told her that I wished her and my grandfather were still alive to see my son and she said “Don’t worry, we see him.” I didn’t think anything else of it until about five years later I was talking to my sister and I mentioned that I’d had a dream about our grandparents. She said “Was Papa Joe (what we called our grandfather) holding your son while he rocked in his chair, and did Grandma tell you they were watching you?” I said yes and asked how she knew and she said “I had the same dream when my son was six months old.” And more recently… my son (he was 20 at the time) was driving home from work late one night. As he drove he said he very clearly heard my mother (who had been dead for two years) say “Johnathan, stop the car.” Out of reflex he did, and as soon as he stopped three dear ran out in front of him. Had he not stopped the car he’d have hit them."
635,120,NA,"My grandmother had gotten my mother a phone for her room when she was a girl.The lady across the street had died a few days before. Supposedly the phone rang and when my mom picked up, she heard ‘Cher (Cajun for child), let me speak to your momma.’ She immediately hung up the phone and told me that there was no mistaking whose voice it was. It was the lady who just died."
636,121,NA,"I was driving home late at night (2-3AM), there was this old rusty truck exactly the type you were to see in scary movies. Anyway I went to overtake him and when I look to the right and the guy has no head, I could’ve seen wrong but I swear he didn’t have a head."
637,122,NA,All my life I’ve seen people on the side of the road when I drive at night. I always thought they were ghosts of people who died in car accidents. The scariest part is that it turns out I have schizophrenia.
638,123,NA,"I smelled my dad’s cologne and felt a safe, warm…presence standing at the foot of my bed. I was perhaps 4 years old, no older. My dad died when I was 2."
639,124,NA,"When I was about 14 I was sleeping over at a friend’s house in the finished basement. I was lying on the couch, not asleep yet, when I heard footsteps in the room with me. There was enough light to see there was no one there, and I knew it wasn’t his parents because I would have heard them come down the creaky stairs. It freaked me out a bit, but not as much as when I told my friend about it the next day and he informed me that the previous owners of the house had died by murder/suicide. In the basement."
641,125,NA,"My great-grandmother watched my great-grandfather die. They were truly in love forever. After he died, she woke up every morning and said ‘damn it!’ because she was ready to pass away. My great aunts would hear her talking on a baby monitor they set up talking to members of the family who had already passed. Finally one afternoon, they heard her go ‘John, finally! Why are you always late?’ They were frozen as John was my great-grandfather’s name. They walked in 10 minutes later and she passed away. She was just waiting for her husband to come get her."
642,126,NA,"So I spent six months living in my family’s cottage in the far north of Michigan. That place always felt weird, but I chalked it up to my nerves and the odd noises of the woods, as I was born and raised in cities and had never been so isolated before. Then, the night before I moved out into an apartment with a friend, as I was falling asleep I experienced a powerful hypnagogic jerk (that thing where you feel like you’re falling and sit up really hard) and as I did so I heard a tiny voice in my ear say—‘Goodbye.’"
644,127,NA,"My parents have both passed away. Their wishes were to be cremated, the ashes put in a nice box and be set on our wine rack. This wine rack has three shelves, and I was instructed to keep one shelf between the boxes. Well, my dad passed in 2011 and my mother in 2015. It took me a few weeks to find a box for my mom. In that time I kept her ashes in the same room but a few feet away from the wine rack. Apparently someone wasn’t happy about this. Outside we had a doorbell. Every single night at 3AM it would begin ringing and wake me up. I took the button portion inside so nobody could push it. Still would ring at 3AM. Took the batteries out, still rang at the same time. Broke the whole thing apart, still rang. Our phone began to call itself and displayed my mom’s name on the caller ID. Even though the bill was in my name. My dad’s guitars hung on the wall next to this wine rack. The strings started breaking, one every few days. All of this stopped as soon as I got my mom a box and put her in the correct spot. None of it has happened since. I have zero intention of moving these boxes and if I ever move to a new house they will be transported together, with something acting as a divider between the two of them."
647,128,NA,"As a kid, I grew up in a wildlife refuge in Long Island (Wertheim). Way back (around the Revolution), The Hawkins family had established the area (Town of Brookhaven) and owned a ton of property. The Barteau Family (also spelled Bartow or Barto) was the other major landowner at the time. Between the two, they owned most of the county. There’s a Barteau family graveyard across the street to the north of the preserve, and a Hawkins family graveyard a few miles further north. While exploring the preserve, we found an additional Barteau family graveyard. Most recent stone was from the mid 1800’s, and it looks like no one has been there in decades. Fence was knocked down, trees down all over the place, no path, no markings, nothing. While looking around and reading the stones, we noticed something strange. It was silent. This is a wildlife refuge. There’s animals everywhere. Birds are chirping, deer are running, squirrels are scurrying. Not here. Dead silent. No wind. No traffic. No birds. No animals. Not even a mosquito. It was so quiet you could hear the blood pumping through your head. It’s also clear. There’s no trees inside the fence. There’s no plants. It’s covered in leaves, it’s clearly untouched, but there’s nothing growing. Everything around it looks like it’s dying too. Suddenly, a loud crack, and an earth-shaking thump as a tree on the outskirts fell within a few feet of us. That put the creepy level over the top, and we made a run for it. Between the library, town records, refuge records, word of mouth, and the internet, we can’t find any mention of this graveyard anywhere. The others are all photographed with full logs of every stone, but this one doesn’t even get a footnote."
658,129,NA,"This is one my grandma used to tell about one of her aunts. They lived in Laos during the Secret War. Her aunt started talking with one of the American soldiers and he started learning basic Hmong. After some time, though, he stopped showing up. The basic consensus was that he was dead, but she kept waiting for him. When things got really bad and the bombs started dropping, they fled to the caves for shelter. One night, as everyone is sleeping, she hears a familiar voice. It’s the soldier. He’s mumbling in a very broken Hmong, ‘I’m back for you’ over and over again. Her eyes are still closed until she feels something reach out and grab her shoulder and slowly move down to her hand. When it reached her hand, she said it wasn’t a human hand at all…but like a large animal paw. She briefly opened her eyes to see a dark figure, clearly not human though, standing over her. Then, she heard her aunt get up. Something was said but she couldn’t make what it was. The figure then left and the aunt followed. This was still in the middle of the night, mind you. The aunt was never seen again. The story is that the dead soldier came back to take her with him. Or something else imitated him in order to take her."
664,130,NA,"I used to work as a cook in a tea room that used to be a brothel back in the 1800s. We had the dining area and a little gift shop that sold different kinds of pottery, silverware, etc. I would often be the last to leave and lock up and would hear random sounds like footsteps or something falling on the floor quite regularly but never was fazed by it. One night I was called in late to start prepping stuff for the Sunday brunch so probably at around 10-11pm I hear footsteps upstairs and hear the lights coming on. I knew I was the only one there at the time, so I decided to investigate. Walk up the stairs, look around; everything seems normal so I turn out the light and start heading back downstairs when I see the lights come back on. I’m starting to get a bit freaked out so I yell out ‘hello?’ With no response. I walk back upstairs to turn the lights off and as soon as I reached for the switch I see this large vase just sorta lift up and move to the right, then drop to the floor. Holy shit, was I freaked. Called my boss and she casually brushes it off like meh that’s regular here."
665,131,NA,"I was helping my younger brother move into an apartment with his buddies and had to bring my two very young daughters with me. My youngest at the time was about three and fearless. She went to different rooms with my brother, exploring and having a jolly old time. Until she got to the kitchen. Upon entering, my daughter froze; her eyes were huge and fearful and within ten seconds she was screaming bloody murder and running for me as fast as she could, mumbling about ‘da yaydee’ (the lady) in the kitchen. Brother and I tried laughing it off, redirecting her and taking her mind off it, but my normally calm kid was hysterical and we had to leave. She told me in bed that night the lady had red eyes and was scary….if you knew my daughter you’d understand how unlike her all this was. She was 100% convinced that she saw a lady just standing in the kitchen, and still to this day (7 years later!) she swears she did. I don’t believe in ghosts or what have you, but her reaction made us question that."
670,132,NA,"A girl I knew for a few years and was very good friends with passed away in a car accident. A few days later I have a dream that she’s standing in the center of the road and I’m barreling toward her. I run into her, but then she appears in the seat beside me. She forces my head toward her abdomen. Where her stomach would be there’s a large mouth. The teeth are made of broken glass and sharp metal. She keeps saying ‘sssshhhhh shhhhh.’ I wake up from the dream and I’m still hearing ‘sssshhhhh.’ I look at the foot of my bed and she’s standing in my room. She walks through my door and into the hallway. I follow her. She walks down the hallway and vanishes through the front door of the house. I didn’t realize at the time, but my dad was on the couch. He asked me if I was okay and asked if the flickering lights are what woke me up. He didn’t see her and I never noticed the lights flickering."
673,133,NA,"I went on a Tinder date a couple of years ago. Everything started out relatively normal. We met at a nice downtown restaurant for dinner. She was even prettier in person and the conversation was flowing. However, it didn’t take long for me to realize she was a super private person. For example, she would not tell me her last name, where she worked, or say anything about her family. She made it clear that she was protecting herself, and honestly I don’t blame her. I shrugged it off and the date continued. She took great interest in the fact that I was in seminary studying to be a pastor. That was nice because usually that’s a deal-breaker for most women, at least in my experience. Toward the end of our meal, she confessed something to me. ‘I have something to tell you,’ she said, ‘but please don’t think I’m crazy.’ I braced myself for whatever she was about to say. She explained that she recently moved into a new apartment. She lived alone, which was also a new thing. Though she couldn’t put her finger on it, she was convinced there was a presence of a sinister and paranormal nature in her apartment. She had hardly slept since she moved in because she was plagued with constant nightmares and strange occurrences. I could see the fear and exhaustion in her eyes. She seemed quite sincere. ‘I can tell you’re a good guy,’ she said. She elaborated that I seemed trustworthy and had a calming presence. ‘I know how this sounds, but would you PLEASE come home with me tonight? Honestly, I’m just scared to go back there alone. I am NOT looking for sex.’ I was really taken aback by this. It’s not every day I get asked to spend the night with a beautiful woman whom I just met. I figured she was either telling the truth or she picked a really odd way to initiate sex. Either way, the night would be interesting. We talked for a bit longer and I agreed to spend the night with her. I followed her home, and when I walked into her apartment I was immediately struck with bad vibes. There was just something ominous about that place. I didn’t want to freak her out, so I kept these feelings to myself. I said a quick prayer and followed her to the bedroom. She wasn’t kidding about the sex. I tried my luck but was met with swift rejection. We kissed and cuddled for a bit, nothing too crazy, and then she fell asleep. I just laid there for a while in the silent darkness, lost in thought. Some time later, I 100% heard someone walking down the hallway outside the bedroom. The door was closed, however, so I couldn’t see anything. I was definitely frightened, but my curiosity got the better of me, so I went to investigate. Slowly I opened the door. I looked to my left, then to my right. Nothing. I walked downstairs to check out out the rest of the apartment. Nothing. I went back upstairs to check the bathroom and the guest bedroom. Nothing. When I walked out of the guest room, which was right across from my date’s bedroom, I looked to my left and right again. At the end of the hallway, I saw a black, humanoid body standing there perfectly still. It was almost like a shadow, but I could discern that it was a three-dimensional figure. This figure was large in stature; there’s no way it could’ve been my date. She was maybe 5’1” at best. I hauled ass back into my date’s room. To my horror, she wasn’t in bed where I left her. I called out her name, but there was no response. I had just walked through the entire apartment, so it literally made no sense to me that she wasn’t there. The bed was low to the ground, so she couldn’t be under it. The closet was opened, too, and it was packed with boxes so I knew she wasn’t there, either. The window was shut tight, plus it was the second story. It was as if she vanished. I grabbed my wallet, keys, and cell phone and ran out of the apartment in nothing but my underwear. The shadowy figure was gone. I jumped in my car and sped away. I never heard from her again. Her Tinder profile was deleted the next day, and she never responded to any of my texts. Till this day, I have no idea WTF happened that night. I checked the news and stuff like that, but never found anything. Easily one of the most terrifying, unexplainable things I’ve ever experienced."
682,134,NA,I had a shadowy figure go across my wall once as a child. The only place it could have come from was the hallway outside my door but everyone was asleep and nobody walked by. We lived in an old funeral home that was turned into an apartment.
683,135,NA,"So I grew up in Northern Virginia, and we had plenty of battlefields and such to visit for school field trips. In fifth grade, my class went to the Belle Grove plantation, which was at Cedar Creek Battlefield. Cool house, still has damage to her columns from gunfire from the battle. Anyhoo, my class was in the kitchen of the plantation, listening to the tour lady talk about whatever it is you’d tell a bunch of ten-year-olds about plantation life. There are these big double doors on each side of the room, and they are open. And then we hear humming coming from outside. The teacher’s aide, who I’ll call Bulldog ’cause she looked like one, told us that whoever was humming to knock it off. But that’s the thing; it wasn’t any of us, and it was coming from outside. Bulldog goes out one side of the kitchen, comes back in, and goes out the side that leads to the garden. She comes back in, says to the tour lady no one at all is out there, but she could hear the humming right there in the garden. Doesn’t sound like much, right? Well fast forward a few years, and I’m reading a Ghosts of Virginia book. There’s a story about Belle Grove in it. Apparently the Lady of the house was found in the smokehouse one day, badly beaten, half in the embers, with clear fist imprints on her face. She dies just a few days later. A slave girl was accused of the beating and murder and was hanged for it. And the lady of the house liked to walk in the garden and was always humming. And various people over the years was witness, I guess you could say, to the ethereal humming that would take place in the garden. That just thoroughly freaked me out when I realized I got to witness it, too."
690,136,NA,"There is a place called Meadowbrook Manor in Rochester Hills, MI (my home town). It’s on the campus of Oakland University, it was owned by the Dodge family and quite a few people have died there including the young. My buddy worked there for years and my wife hosts events there; I even proposed to her on the property. The house is both beautiful with stuff like secret staircases through book shelves but it’s also very creepy. There are a few ‘known ghosts’ including ‘caramel apple girl.’ The story is she is a young, quiet ghost that lives in the house and holds a caramel apple with peanuts. Numerous people have claimed to see her including my best friend who is a no-bullshit guy who would never tell anyone. He was cleaning up at the end of an event there and he saw a girl on the staircase eating a caramel apple. He asked her ‘are you okay?’ and she said she was lost. My buddy said ‘hold on, we’ll find your parents so come on down.’ He turned to grab a phone for a moment and turned around and she wasn’t there. He checked the stairs and the peanuts were there. He and a few others roamed the house looking for the girl. He called me and I drove over real quick because I thought this was awesome. After another 30 minutes of searching we finally called the police and the employees locked the place up. When we were on the side of the house chattin’ with the university’s police officers, a light turned on in one of the bedrooms and we immediately freaked out because that house had been searched for hours. My buddy looks at the two cops and they look at us and we’re all figuring out who’s going to do what. The cop stars walking over, stops, looks at us, and says ‘fuck that’ because he had heard the stories. He called in a bunch of backup before searching and apparently there were no peanuts on the stairs when they went in."
691,137,NA,"There’s a bridge near where I grew up in Bumfuck, Tennessee that is notorious for screaming at people at night. The screams aren’t audible to the houses nearby and supposedly you have to sit on the actual bridge to hear it at all, though I personally haven’t tested it or anything. The common explanation is that it’s a bobcat that lives under the bridge, but people have checked with dogs and such and never find signs of any. Well some friends and myself had heard this story for years all growing up but never tested it. So one night after a few beers we get up the notion we’re going to go test the thing. So five drunk guys pile into a beat-up car and we drive down and park on the bridge. This is 1:30 AM or and it’s dead silent out. We sat there for a good 45 minutes and nothing happened. We had the windows down and had started debating whether or not it was all bullshit when the scream happened. We had the lights off and there was a moon so you could see pretty well and there for sure wasn’t anything outside the car, but it was fucking loud and it sounded just like a woman with particularly powerful lungs having her skin ripped off right outside the window on the rear passenger side that faced off the edge of the bridge. Now I’ve heard bobcats in heat while hunting and they do like a scream-scream-scream kind of thing. It’s hard to describe but they do it in little repeating bursts. This was a good 3-4 second extended scream at incredible volume. We tore out of there like a demon was chasing us. A couple of miles down the road we finally stopped and actually processed what happened. My adrenaline was going so badly and I was so scared I was just shaking uncontrollably. One of my friends had actually pissed himself, which I’d never seen anyone actually do. One friend immediately left the car and vomited. To give what I think was a good frame of reference to how actually terrifying this was, my friend whose car we were in wasn’t even mad at the friend that pissed all over his seat. It was insane. To this day I have no explanation for it."
697,138,NA,"My BFF once mentioned to me that her BF could see/feel ghosts/spirits. He’s kind of a ‘one upper,’ so I brushed it aside and never thought more of it. One Saturday night, we are hanging out at my house (where I lived with my mother at the time). We weren’t drinking, just hanging out and chatting. Suddenly he went very still and silent, my BFF asked him what was wrong. He said he felt a presence in the house and it was very strong. He told us to keep chatting like we were and he was going to ‘feel for it.’ BFF and I return to our gossiping. A while later he speaks and mentions the spirit is in the kitchen and it appears to be male, at least to him it does. He says it doesn’t feel like other spirits though, more like a good presence/guardian angel type deal. I still don’t really believe him, so I start asking question. He says the entity is definitely related to my family and that he is young. Then suddenly, he turns to me and asks, ‘Did your mom have a miscarriage?’ The blood drained from my face and I got goose bumps everywhere. My mother miscarried a child before me, it would have been a boy, my older brother. There is no way he would have known that about my mother, because my BFF had no idea either. Then he said ‘Had she named him? He’s trying to tell me his name… it starts with an A.’ I started trembling, my mom had told me she had planned to name him Alex. He went on to explain how he believes it is my unborn older brother, and he’s a guardian angel figure to my mother. He assumed he was there at that time to watch over her. It was unbelievably scary and accurate because at the time, my mother was going through a really rough time (depression). I never doubted his ability after that. When I told my mother about what had happened the next day, she was sobbing and always thought that the presence she felt by her side was her grandfather whom she had always been close to, not her unborn older son. I still get chills to this day just thinking about it."
701,139,NA,My brother saw my father floating up the stairs and to his room. he started screaming when he entered his room. He disappeared when we went to his room to see why my brother was screaming. My father died in 2005.
702,140,NA,"I personally do not believe in the paranormal but some of the experiences I had at my dad’s house as a teenager sometimes make me think otherwise. My whole family experienced plenty of strange happenings at this place but the most jarring occurred when I was 17 years old. I rarely visited my dad’s, but whenever I did make that hour-long trip into the nothingness of Wisconsin I was always uneasy of what I might see or hear that night. The house had some very unique features that always struck me as strange, the most notable being a small crawl space in my bedroom that connected to my sister’s bedroom adjacent to mine; both sides of this crawl space were fitted with a small door. We never really knew what the purpose of the tunnel was as it was far too small to use for storage and even too cramped for a grown adult to comfortably navigate. Anyway, this particular night when I went to bed I heard some very strange noises, almost like a faint whimper or crying. I didn’t think much of this because it wasn’t uncommon for coyotes to come by the house at night looking to prey on our poor barn cats. The night went on and the noises came and went. Struggling to sleep, I went downstairs to grab a glass of water from the kitchen. When I came back into my room I noticed that the door to the crawl space was now ajar and the whimpering had stopped. More than a little startled at this point, I quickly got back into bed and tried my best to fall asleep. Eventually I was able to fall back asleep but was later awakened when I felt a sinking feeling at the foot of my bed. I assumed that I must have left my bedroom door cracked and one of the house cats had climbed on my bed. I closed my eyes and tried to fall back asleep and was forced awake by the sound of a slamming door. I opened my eyes and noticed that the door to the crawlspace had been slammed shut, then I quickly glanced at the foot of my bed and saw the outline of a large figure staring at me from the end of my bed. The figure was all black with bright, white eyes. I got out of my bed as fast as I could and ran downstairs; I spent the rest of the night awake on the couch. I still don’t know what I saw or if it was even real. I was ready to chalk it up to sleep paralysis but my sister told me the next morning that she also was woken up by the sound of the crawlspace door slamming. That was one of the last times I spent the night there. And if that wasn’t bad enough, five years later my dad and stepmom decided to add an extension to the house and when they were digging the foundation for the extension they uncovered grave stones from the 1800’s. No thank you…"
708,141,NA,"The hallway on the second story of my house is quite narrow. Not even two people wide. I was home alone, and walking through the hall. With no warning, I hear an EXTREMELY loud pop from my right side. But there was only a wall on that side. And it sounded as if it came from RIGHT above my shoulder. Like someone fired a gun next to my ear. I was so startled, I leaped down a flight of stairs accidentally slammed my face on the wall. Hasn’t happened since, so maybe the spirits feel bad."
709,142,NA,"This happened about 8 or so years ago around Thanksgiving at my grandma’s house. Everyone was asleep except for me. The only people in the house were my grandparents, my mom, brother and I. No one else. (This is key.) I was on the computer because I couldn’t sleep. I turned on a small TV to watch Adult Swim while I browsed the Internet. At around 4:30, I started getting a chill up my spine, and I heard some children laugh. Distinctly the voices of a little girl and boy. I know I’m all by myself, as far as being awake, so I turned to look at the TV and it was in the middle of an InuYasha fight sequence so there’s no way the laughter was coming from that. I checked the computer sound settings and I had every possible output muted, so it wasn’t that, either. I sat there confused for a few moments while the giggles of the two children were playing in the background. I figured maybe the radio in the kitchen was on. It was digital, so maybe it just came on for some reason or it had a timer. I got up, and I kid you not, as I was walking to the door, with each step the laughter grew louder. From giggling to guffaws to hard laughter. Once the guffaws started, I started to hear a baby cry as well. What’s going through my mind now is ‘what the fuck kind of radio show is this?’ And I just took three steps. Nowhere near the door. I took a few more steps and the laughter turned hysterical, if not maniacal. The baby’s cries turned to screams and wails, as if it were in pain. I was trembling and terrified with each step I took to the doorway, but my mind was on autopilot; I needed to get out of there and across the hall to my mom who surely would help me and notice the weird sounds, too. The last couple of steps increased the laughter and crying to an almost deafening level. It was like I was at a concert and the speakers were directly in my ears, blasting noise. It was painful and scared the shit out of me. I took all the courage i had and as soon as I reached the doorway I was going to sprint. I started to run but then something shoved me. I felt these hands at my chest push me back into the room with enough force to throw me off balance. The crying and laughter stopped as soon as I was back in the room. This all happened within 20-30 seconds, but it felt like 10 minutes. I was so scared I cried and slept in the tiny arm chair before my grandma came in the room and made me sleep in her bed downstairs."
